location,bhk,total_sqft,bath,price,sqft_per_bedroom
Sarjapur,4,2585.5,4.0,139.5,646.375
Kambipura,2,883.0,2.0,37.0,441.5
Uttarahalli,3,1490.0,2.0,59.6,496.6666666666667
Ramagondanahalli,2,1295.0,2.0,95.0,647.5
Sompura,3,1275.0,3.0,59.0,425.0
Doddabanahalli,2,800.0,2.0,30.0,400.0
Devanahalli,1,1200.0,1.0,95.0,1200.0
Bellandur,2,1063.0,2.0,58.0,531.5
Balagere,1,656.0,1.0,43.0,656.0
Shakthi Nagar,2,1125.0,2.0,36.0,562.5
Marathahalli,2,881.0,2.0,48.06,440.5
Nayandanahalli,9,1350.0,8.0,200.0,150.0
Bisuvanahalli,2,700.0,1.0,32.0,350.0
AGS Layout,3,1936.0,3.0,110.0,645.3333333333334
Hosa Road,3,1680.0,3.0,101.0,560.0
Rayasandra,2,1253.0,2.0,57.0,626.5
Rajaji Nagar,3,1640.0,3.0,230.0,546.6666666666666
Mysore Road,3,1082.0,3.0,50.0,360.6666666666667
Electronic City,2,1065.0,2.0,30.75,532.5
Iblur Village,3,2100.0,4.0,145.0,700.0
Electronic City,2,1070.0,2.0,58.0,535.0
Raja Rajeshwari Nagar,3,1280.0,3.0,57.6,426.6666666666667
6th block Koramangala,5,1200.0,5.0,300.0,240.0
Electronic City Phase II,2,1125.0,2.0,29.25,562.5
Sarjapur  Road,3,1755.0,3.0,122.0,585.0
Electronic City,2,1210.0,2.0,54.0,605.0
Talaghattapura,2,951.0,2.0,30.43,475.5
Electronic City,3,1500.0,2.0,75.0,500.0
Coffee Board Layout,3,1652.5,3.0,90.0,550.8333333333334
Yeshwanthpur,3,1381.0,2.0,76.18,460.3333333333333
Whitefield,2,1085.0,2.0,57.0,542.5
Whitefield,1,905.0,1.0,50.0,905.0
Hennur Road,3,1685.0,3.0,95.0,561.6666666666666
Somasundara Palya,2,1200.0,2.0,75.0,600.0
Anandapura,2,1151.0,2.0,42.9,575.5
Brookefield,4,3532.0,3.0,170.0,883.0
Kanakpura Road,3,1665.0,3.0,86.91,555.0
Kengeri Satellite Town,2,800.0,2.0,40.0,400.0
Chamrajpet,2,1050.0,2.0,162.0,525.0
Rajiv Nagar,2,1030.0,2.0,46.5,515.0
Hoodi,2,1257.0,2.0,71.03,628.5
Whitefield,3,1600.0,3.0,82.0,533.3333333333334
Choodasandra,3,1465.0,3.0,75.0,488.3333333333333
Jakkur,3,1650.0,3.0,111.0,550.0
Haralur Road,2,1243.0,2.0,46.0,621.5
Yelahanka New Town,2,680.0,1.0,80.0,340.0
Whitefield,4,1230.0,4.0,80.0,307.5
Koramangala,2,1300.0,2.0,82.0,650.0
KR Puram,2,1000.0,2.0,44.5,500.0
Mahadevpura,2,1146.0,2.0,53.8,573.0
Hennagara,6,1200.0,6.0,120.0,200.0
Indira Nagar,3,2601.0,4.0,312.0,867.0
Vishwanatha Nagenahalli,3,2159.0,3.0,110.0,719.6666666666666
Whitefield,2,1255.0,2.0,40.0,627.5
Hebbal Kempapura,2,1130.0,2.0,60.0,565.0
Padmanabhanagar,2,1200.0,2.0,60.0,600.0
Sarjapur  Road,2,1040.0,2.0,37.0,520.0
TC Palaya,8,1500.0,8.0,150.0,187.5
Byrathi Village,4,906.0,3.0,55.0,226.5
Uttarahalli,2,1180.0,2.0,41.3,590.0
Ullal Uppanagar,7,1200.0,7.0,169.0,171.42857142857142
Govindpura,6,850.0,7.0,100.0,141.66666666666666
KR Puram,2,1200.0,2.0,47.0,600.0
Sarjapur  Road,3,1374.0,3.0,51.0,458.0
Vidyaranyapura,9,4700.0,10.0,130.0,522.2222222222222
Whitefield,1,630.5,1.0,32.15,630.5
 south,3,2400.0,2.0,480.0,800.0
Haralur Road,2,1027.0,2.0,44.0,513.5
Ittamadu,5,1200.0,4.0,130.0,240.0
Jalahalli,3,2384.0,4.0,165.0,794.6666666666666
Electronic City,3,1033.0,2.0,28.41,344.3333333333333
Yelahanka,2,1200.0,2.0,54.0,600.0
Haralur Road,3,2017.0,3.0,105.0,672.3333333333334
Rainbow Drive,3,1500.0,3.0,138.0,500.0
Kamala Nagar,2,700.0,2.0,43.0,350.0
Shampura,6,1150.0,6.0,75.0,191.66666666666666
Kanakpura Road,3,1495.0,2.0,52.33,498.3333333333333
Kothanur,2,1302.0,2.0,68.5,651.0
Whitefield,1,905.0,1.0,52.0,905.0
Raja Rajeshwari Nagar,2,1303.0,2.0,55.79,651.5
Electronics City Phase 1,3,1350.0,3.0,71.0,450.0
Gottigere,3,1380.0,2.0,95.0,460.0
Harlur,3,1620.0,3.0,110.0,540.0
Chandapura,4,4800.0,4.0,250.0,1200.0
Sarjapur  Road,2,1000.0,2.0,38.5,500.0
Ramamurthy Nagar,3,800.0,4.0,88.0,266.6666666666667
Thanisandra,2,1250.0,1.0,54.0,625.0
3rd Block Koramangala,3,1750.0,3.0,170.0,583.3333333333334
Anekal,3,997.0,3.0,55.0,332.3333333333333
Kothanur,3,1760.0,3.0,111.0,586.6666666666666
Yelahanka,2,1322.0,2.0,75.0,661.0
Kanaka Nagar,3,1365.0,3.0,99.0,455.0
Sahakara Nagar,3,1500.0,3.0,125.0,500.0
Kaggadasapura,3,1256.0,2.0,50.0,418.6666666666667
Brookefield,2,941.0,2.0,48.0,470.5
Devanahalli,4,5000.0,4.0,465.0,1250.0
Kanakpura Road,3,1665.0,3.0,86.58,555.0
Hennur Road,2,1414.0,2.0,84.18,707.0
Chikkalasandra,3,1270.0,2.0,55.25,423.3333333333333
Madiwala,3,800.0,2.0,80.0,266.6666666666667
Kengeri Satellite Town,4,4100.0,3.0,300.0,1025.0
Mathikere,6,1800.0,3.0,105.0,300.0
Pattanagere,2,850.0,2.0,35.0,425.0
Kanakpura Road,1,712.0,1.0,38.44,712.0
Rajaji Nagar,4,2648.0,5.0,251.5,662.0
Basaveshwara Nagar Yelahanka,3,900.0,4.0,180.0,300.0
TC Palaya,2,900.0,2.0,55.0,450.0
Hebbal,2,1200.0,2.0,49.0,600.0
Kengeri Satellite Town,1,654.0,1.0,22.0,654.0
Peenya,2,708.0,1.0,55.0,354.0
Singapura Village,4,600.0,5.0,75.0,150.0
Wilson Garden,3,1680.0,3.0,135.0,560.0
Jakkasandra Extension,2,990.0,2.0,58.0,495.0
Uttarahalli,2,1380.0,2.0,42.0,690.0
Hebbal,2,1088.0,2.0,62.0,544.0
Harlur,3,1414.0,3.0,77.5,471.3333333333333
Seshadripuram,2,1240.0,2.0,100.0,620.0
Ganesha Block,3,1810.0,3.0,118.0,603.3333333333334
4th Block Jayanagar,3,2005.0,3.0,240.0,668.3333333333334
Kothanur,2,1185.0,2.0,58.0,592.5
Whitefield,3,1200.0,3.0,57.15,400.0
Electronic City,2,1070.0,2.0,52.0,535.0
Shikaripalya,2,1265.0,2.0,58.0,632.5
Sahakara Nagar,2,1100.0,2.0,55.0,550.0
Friends Colony,2,1035.0,2.0,44.0,517.5
Sonnenahalli,1,614.5,1.0,30.715,614.5
2nd Block Jayanagar,2,1000.0,2.0,97.0,500.0
Hegde Nagar,2,1179.0,2.0,49.35,589.5
Vittasandra,3,1650.0,3.0,84.0,550.0
Malur Hosur Road,6,2800.0,4.0,100.0,466.6666666666667
Lakshmipura Vidyaanyapura,8,3500.0,6.0,120.0,437.5
Nagaraja Garden,3,1430.0,3.0,78.65,476.6666666666667
Marathahalli,3,1130.0,2.0,58.0,376.6666666666667
JP Nagar,3,1850.0,2.0,110.0,616.6666666666666
Hennur,3,1340.0,3.0,54.24,446.6666666666667
Nagawara Junction,2,600.0,2.0,30.0,300.0
Banashankari,3,2582.0,5.0,250.0,860.6666666666666
Channasandra,2,1160.0,2.0,55.0,580.0
Hegganahalli,1,1200.0,2.0,45.0,1200.0
Rajanna Layout,2,1116.0,2.0,37.6,558.0
Nagarbhavi  BDA Complex,3,600.0,2.0,85.0,200.0
Sarakki Nagar,3,2663.0,4.0,338.0,887.6666666666666
Devasthanagalu,2,1090.0,2.0,45.0,545.0
JP Nagar,2,1100.0,2.0,45.0,550.0
Kammasandra,3,1365.0,2.0,34.13,455.0
Vijayanagar,3,1484.0,3.0,79.19,494.6666666666667
Green Glen Layout,3,1630.0,3.0,68.0,543.3333333333334
Whitefield,3,1451.0,2.0,52.43,483.6666666666667
Kanakpura Road,2,1330.0,2.0,107.0,665.0
Thanisandra,3,2127.0,3.0,135.0,709.0
Adityanagar,5,875.0,5.0,120.0,175.0
Hallehalli,4,1260.0,4.0,65.0,315.0
Sarjapur  Road,3,1173.0,2.0,45.75,391.0
Electronics City Phase 1,3,1445.0,2.0,56.0,481.6666666666667
Jayamahal Extension,4,2250.0,4.0,400.0,562.5
Bannerghatta Road,3,1500.0,4.0,239.0,500.0
Thanisandra,3,2336.5,3.0,115.89,778.8333333333334
JP Nagar,2,1197.0,2.0,47.88,598.5
2nd Stage Nagarbhavi,4,1200.0,4.0,225.0,300.0
Sarjapur  Road,5,3930.0,7.0,329.0,786.0
Kanakpura Road,3,1450.0,3.0,62.4,483.3333333333333
Whitefield,2,1187.0,2.0,37.85,593.5
Wilson Garden,6,4000.0,6.0,850.0,666.6666666666666
Channasandra,2,1050.0,2.0,41.0,525.0
Panathur,3,1370.0,2.0,54.8,456.6666666666667
Yelahanka,2,1036.0,2.0,39.37,518.0
JP Nagar,3,1275.0,3.0,41.2,425.0
Old Madras Road,4,2010.0,3.0,115.0,502.5
Thigalarapalya,2,1418.0,2.0,106.0,709.0
Thanisandra,2,1265.0,2.0,46.6,632.5
Anandapura,3,1576.0,3.0,58.0,525.3333333333334
Dodda Nekkundi,2,1148.0,2.0,56.0,574.0
Green View Layout,2,1000.0,2.0,36.0,500.0
Kudlu,3,1293.0,2.0,85.0,431.0
TC Palaya,3,1200.0,2.0,66.0,400.0
Munnekollal,2,1210.0,2.0,75.0,605.0
HSR Layout,2,1126.0,2.0,69.0,563.0
Sarakki Nagar,3,1840.0,4.0,175.0,613.3333333333334
Vidyaranyapura,3,1440.0,2.0,70.0,480.0
Ramamurthy Nagar,3,1300.0,2.0,52.0,433.3333333333333
Thanisandra,2,1276.0,2.0,75.0,638.0
Gidada Konnenahalli,6,600.0,4.0,105.0,100.0
Whitefield,2,1216.0,2.0,83.0,608.0
Marenahalli,1,840.0,1.0,75.0,840.0
Sector 1 HSR Layout,5,1240.0,5.0,300.0,248.0
Sompura,2,1126.0,2.0,39.0,563.0
Mysore Road,1,45.0,1.0,23.0,45.0
Raja Rajeshwari Nagar,2,1162.0,2.0,65.0,581.0
Whitefield,2,1301.0,2.0,65.0,650.5
Devanahalli,1,658.0,1.0,34.0,658.0
Sahakara Nagar,3,1350.0,3.0,250.0,450.0
Whitefield,3,2500.0,3.0,280.0,833.3333333333334
Chandapura,3,1208.51,3.0,42.0,402.83666666666664
Raja Rajeshwari Nagar,2,1133.0,2.0,38.41,566.5
Shettigere,3,1760.0,2.0,116.0,586.6666666666666
Bisuvanahalli,3,1075.0,2.0,52.0,358.3333333333333
Sarjapur,2,940.0,2.0,25.38,470.0
Badavala Nagar,2,1145.0,2.0,57.0,572.5
Bannerghatta Road,2,1302.5,2.0,67.73,651.25
Rahat Bagh,4,3900.0,5.0,550.0,975.0
Omarbagh Layout,4,3317.5,5.0,268.5,829.375
Dasarahalli,2,1300.0,2.0,50.0,650.0
Malleshwaram,3,2475.0,4.0,326.0,825.0
6th Phase JP Nagar,3,2040.0,3.0,200.0,680.0
Hosakerehalli,1,1200.0,1.0,150.0,1200.0
Jigani,4,2420.0,4.0,190.0,605.0
Thubarahalli,2,1216.0,2.0,80.0,608.0
Tumkur Road,3,1459.0,2.0,110.0,486.3333333333333
Jakkur,3,1622.0,2.0,80.0,540.6666666666666
Kanakpura Road,3,1843.0,3.0,85.0,614.3333333333334
Badavala Nagar,2,1274.0,2.0,81.0,637.0
Chikkasandra,2,600.0,1.0,52.0,300.0
Malleshpalya,3,1430.0,2.0,69.5,476.6666666666667
Kammanahalli,4,1800.0,2.0,280.0,450.0
Begur Road,3,1565.0,2.0,57.91,521.6666666666666
 Devarabeesana Halli,3,1670.0,3.0,160.0,556.6666666666666
Lakshminarayana Pura,3,1695.0,3.0,150.0,565.0
Akshayanagara West,2,1410.0,2.0,75.0,705.0
Kengeri Satellite Town,2,1060.0,2.0,42.0,530.0
Sarjapur  Road,2,1120.0,2.0,50.0,560.0
Hosa Road,2,880.0,2.0,50.0,440.0
Jalahalli,2,1083.0,2.0,32.49,541.5
Dodda Nekkundi,3,1435.0,3.0,57.2,478.3333333333333
Doddakallasandra,3,1425.0,2.0,56.99,475.0
Arekere,2,900.0,2.0,50.0,450.0
Escorts Colony,5,2400.0,5.0,93.0,480.0
Thanisandra,1,693.0,1.0,34.3,693.0
Kengeri,3,600.0,3.0,90.0,200.0
Electronic City,4,2435.0,4.0,119.0,608.75
Iblur Village,3,1920.0,3.0,150.0,640.0
Electronic City,1,630.0,1.0,47.0,630.0
Bisuvanahalli,3,1075.0,2.0,50.0,358.3333333333333
Hulimavu,5,1200.0,5.0,101.0,240.0
Nagavarapalya,1,705.0,1.0,55.0,705.0
Srinivasa Nagar,3,1200.0,2.0,75.6,400.0
Mahadevpura,2,1532.0,2.0,62.0,766.0
Rajiv Nagar,2,1330.0,2.0,93.0,665.0
3rd Block Hrbr Layout,4,1200.0,3.0,210.0,300.0
Sarjapur  Road,3,1530.0,2.0,60.0,510.0
Kasavanhalli,2,1105.0,2.0,42.0,552.5
1st Phase JP Nagar,2,1566.0,2.0,180.0,783.0
Harlur,3,1630.0,3.0,95.1,543.3333333333334
5th Phase JP Nagar,2,1256.0,2.0,62.8,628.0
Banashankari,6,1200.0,6.0,180.0,200.0
Brookefield,3,1595.0,2.0,75.0,531.6666666666666
7th Phase JP Nagar,2,1000.0,2.0,53.0,500.0
Poorna Pragna Layout,3,1475.0,2.0,58.99,491.6666666666667
"asha township, off hennur road",5,2400.0,5.0,285.0,480.0
Electronic City Phase II,2,1000.0,2.0,28.88,500.0
1A Block Koramangala,4,2360.0,4.0,650.0,590.0
Uttarahalli,3,1737.0,2.0,95.0,579.0
Electronic City Phase II,2,1000.0,2.0,28.88,500.0
Near International Airport,4,2100.0,4.0,150.0,525.0
Hosakerehalli,8,3600.0,6.0,145.0,450.0
Mysore Road,2,883.0,2.0,50.0,441.5
Haralur Road,2,1243.0,2.0,46.0,621.5
BTM Layout,3,1776.0,2.0,75.0,592.0
Anjanapura,3,1347.0,2.0,37.72,449.0
Whitefield,3,1330.0,2.0,55.0,443.3333333333333
Sector 1 HSR Layout,2,600.0,2.0,120.0,300.0
Rajaji Nagar,4,3730.0,4.0,370.0,932.5
Harlur,3,1459.0,3.0,135.0,486.3333333333333
Thanisandra,4,2259.0,5.0,135.0,564.75
JP Nagar,7,2700.0,4.0,160.0,385.7142857142857
Gubbalala,2,1008.0,2.0,32.25,504.0
NTI Layout,2,1200.0,2.0,52.5,600.0
Vasanth nagar,4,2328.0,4.0,528.0,582.0
BTM 1st Stage,7,600.0,7.0,110.0,85.71428571428571
Electronic City,2,660.0,1.0,15.5,330.0
Rajaji Nagar,3,1800.0,2.0,250.0,600.0
Rajaji Nagar,4,3100.0,4.0,550.0,775.0
Yelahanka,2,1405.0,2.0,50.58,702.5
Yelahanka,1,602.0,1.0,26.0,602.0
Marathahalli,3,1710.0,3.0,100.0,570.0
JP Nagar,3,1500.0,2.0,82.0,500.0
Glass Factory Layout,3,1539.0,3.0,60.0,513.0
Fraser town,6,806.0,3.0,128.0,134.33333333333334
Judicial Layout,3,1100.0,2.0,53.0,366.6666666666667
Raja Rajeshwari Nagar,2,1151.0,2.0,49.0,575.5
Dasappa Layout,2,920.0,2.0,46.0,460.0
Kathriguppe,3,1350.0,3.0,78.3,450.0
Bannerghatta Road,2,1200.0,2.0,65.0,600.0
Thanisandra,2,1265.0,2.0,78.0,632.5
Chelekare,8,600.0,6.0,60.0,75.0
Sarjapur  Road,3,1700.0,3.0,93.5,566.6666666666666
Ramamurthy Nagar,3,1600.0,3.0,75.0,533.3333333333334
4th T block Jayanagar,4,1550.0,4.0,120.0,387.5
R.T. Nagar,3,1560.0,3.0,125.0,520.0
Horamavu Agara,6,1000.0,5.0,98.0,166.66666666666666
Haralur Road,2,1243.0,2.0,46.0,621.5
Raja Rajeshwari Nagar,4,1200.0,4.0,160.0,300.0
Sarjapur  Road,3,1403.0,3.0,56.0,467.6666666666667
Doddakallasandra,2,1010.0,2.0,40.39,505.0
Tumkur Road,3,1416.0,3.0,94.0,472.0
Kanakpura Road,2,1628.0,2.0,68.0,814.0
Chamrajpet,4,1660.4,4.0,211.0,415.1
7th Phase JP Nagar,3,1680.0,3.0,125.0,560.0
Doddathoguru,3,1595.0,3.0,62.0,531.6666666666666
Kanakpura Road,3,1507.0,2.0,95.0,502.3333333333333
Frazer Town,3,2560.0,3.0,288.0,853.3333333333334
Hennur Road,3,1949.0,3.0,133.0,649.6666666666666
BTM 2nd Stage,2,800.0,2.0,175.0,400.0
Electronic City Phase II,2,1000.0,2.0,28.88,500.0
Sonam Layout,2,905.0,2.0,50.0,452.5
Hosakerehalli,3,2480.0,3.0,245.0,826.6666666666666
CR Layout,3,1495.0,3.0,200.0,498.3333333333333
Kaikondrahalli,3,1605.0,3.0,105.0,535.0
Bommanahalli,2,1290.0,2.0,73.0,645.0
Yelahanka,2,1100.0,2.0,60.0,550.0
Vishveshwarya Layout,6,2100.0,6.0,92.0,350.0
Electronics City Phase 1,2,995.0,2.0,49.8,497.5
Banashankari Stage II,2,500.0,2.0,55.0,250.0
Rajaji Nagar,4,3526.0,4.0,598.0,881.5
Gottigere,3,1425.0,2.0,47.0,475.0
BTM 4th Stage,3,1455.0,2.0,55.0,485.0
Jalahalli West,1,550.0,1.0,23.0,550.0
Uttarahalli,3,1385.0,2.0,48.48,461.6666666666667
Vishveshwarya Layout,4,7000.0,4.0,210.0,1750.0
Srinivasa Nagar,5,4000.0,3.0,130.0,800.0
Gollahalli,2,1060.0,2.0,53.0,530.0
AGS Layout,3,1080.0,2.0,75.0,360.0
HBR Layout,3,1783.0,3.0,125.0,594.3333333333334
Haralur Road,3,1520.0,2.0,90.0,506.6666666666667
Sarjapur  Road,2,1060.0,2.0,55.0,530.0
Raja Rajeshwari Nagar,2,1267.0,2.0,54.35,633.5
Whitefield,2,1155.0,2.0,55.0,577.5
Karuna Nagar,3,2500.0,3.0,180.0,833.3333333333334
Bannerghatta Road,2,1240.0,2.0,65.0,620.0
Gollahalli,3,1570.0,3.0,78.0,523.3333333333334
NGR Layout,2,1019.0,2.0,45.9,509.5
Whitefield,2,1355.0,3.0,76.0,677.5
Arekempanahalli,3,1537.0,3.0,110.0,512.3333333333334
Whitefield,4,4075.0,5.0,226.0,1018.75
Raja Rajeshwari Nagar,3,1550.0,3.0,52.45,516.6666666666666
Raja Rajeshwari Nagar,2,1100.0,2.0,50.0,550.0
 Devarabeesana Halli,3,1750.0,3.0,150.0,583.3333333333334
9th Phase JP Nagar,2,1466.0,2.0,71.0,733.0
Rachenahalli,3,1550.0,3.0,72.5,516.6666666666666
Akshaya Nagar,3,2300.0,4.0,102.0,766.6666666666666
Kengeri,1,540.0,1.0,22.5,540.0
8th Phase JP Nagar,3,950.0,3.0,130.0,316.6666666666667
Chamundi Nagar,7,2800.0,7.0,250.0,400.0
Silk Board,2,1020.0,2.0,48.0,510.0
Cunningham Road,3,2880.0,3.0,501.0,960.0
Hebbal,3,1987.0,4.0,165.0,662.3333333333334
Hoodi,2,1305.0,2.0,75.0,652.5
Sarjapur,4,2100.0,3.0,125.0,525.0
Electronic City,2,1125.0,2.0,32.5,562.5
Horamavu Banaswadi,2,1225.0,2.0,49.5,612.5
Hennur,2,1255.0,2.0,55.5,627.5
MRCR Layout,2,1191.0,2.0,90.0,595.5
Uttarahalli,6,3600.0,6.0,303.0,600.0
Electronic City,2,1165.0,2.0,33.64,582.5
Kacharakanahalli,2,865.0,2.0,35.11,432.5
Nagarbhavi,3,1850.0,2.0,88.0,616.6666666666666
Marsur,2,497.0,1.0,17.0,248.5
Hennur Road,2,1232.0,2.0,89.0,616.0
Thanisandra,3,1732.0,3.0,85.73,577.3333333333334
Yelahanka,3,1614.0,2.0,100.0,538.0
Magadi Road,2,600.0,1.0,22.0,300.0
Thigalarapalya,3,2072.0,4.0,155.0,690.6666666666666
Electronic City,2,919.0,2.0,34.0,459.5
Shettihalli,4,2100.0,4.0,90.0,525.0
Shampura,4,672.0,3.0,54.0,168.0
J C Nagar,8,800.0,6.0,110.0,100.0
Marsur,3,1200.0,3.0,150.0,400.0
OLd Gurappanapalya,4,2849.0,5.0,250.0,712.25
Doctors Layout,2,1000.0,2.0,42.0,500.0
Whitefield,2,1216.0,2.0,75.0,608.0
Lingadheeranahalli,4,2245.0,4.0,154.0,561.25
Bannerghatta Road,3,1476.0,3.0,125.0,492.0
Ambedkar Nagar,3,1852.0,3.0,130.0,617.3333333333334
Udaya Nagar,2,1225.0,2.0,47.0,612.5
Panathur,3,1597.0,3.0,67.12,532.3333333333334
Jakkur,3,2423.0,4.0,160.0,807.6666666666666
Marathahalli,2,1152.0,2.0,90.0,576.0
Harlur,3,1762.0,3.0,133.0,587.3333333333334
Kammasandra,3,1400.0,3.0,92.0,466.6666666666667
Rachenahalli,3,1530.0,2.0,74.4,510.0
New Thippasandra,6,2400.0,6.0,400.0,400.0
Raja Rajeshwari Nagar,2,1185.0,2.0,40.17,592.5
Yelahanka,3,1890.0,3.0,108.0,630.0
Varthur Road,3,1247.0,2.0,58.0,415.6666666666667
1st Block Jayanagar,8,700.0,4.0,104.0,87.5
HRBR Layout,6,1000.0,6.0,275.0,166.66666666666666
Bellandur,2,1201.0,2.0,59.99,600.5
Gunjur Palya,2,830.0,2.0,40.0,415.0
Electronic City Phase II,2,1165.0,2.0,30.29,582.5
Bommanahalli,2,1100.0,1.0,55.0,550.0
9th Phase JP Nagar,3,1890.0,2.0,93.0,630.0
Maithri Layout,3,1685.0,3.0,60.0,561.6666666666666
Sarakki Nagar,4,3131.0,4.0,349.0,782.75
Battarahalli,2,1165.0,2.0,43.0,582.5
Kachanayakanahalli,2,827.0,2.0,45.0,413.5
Gangondanahalli,3,396.0,2.0,48.0,132.0
Uttarahalli,4,1200.0,4.0,179.0,300.0
Electronics City Phase 1,1,635.0,1.0,26.0,635.0
Whitefield,4,4000.0,4.0,380.0,1000.0
Vishwanatha Nagenahalli,2,1050.0,2.0,50.0,525.0
D Group Employees Layout,5,600.0,4.0,76.0,120.0
Jakkur,3,1819.18,3.0,168.0,606.3933333333333
Kanakapura,3,1500.0,3.0,125.0,500.0
Yelenahalli,3,1500.0,2.0,57.0,500.0
Benson Town,3,2850.0,4.0,470.0,950.0
Raja Rajeshwari Nagar,3,1751.0,3.0,72.0,583.6666666666666
Vasanth nagar,4,4750.0,6.0,1102.0,1187.5
Bommasandra,2,1020.0,2.0,40.89,510.0
Thanisandra,2,1148.0,2.0,43.5,574.0
Talaghattapura,3,1856.0,3.0,135.0,618.6666666666666
Basavangudi,6,1754.0,6.0,650.0,292.3333333333333
2nd Block Hrbr Layout,3,4273.0,3.0,1100.0,1424.3333333333333
B Narayanapura,2,1060.0,2.0,49.27,530.0
Haralur Road,2,1300.0,2.0,60.0,650.0
Hormavu,4,3000.0,4.0,100.0,750.0
Bellandur,2,1325.0,2.0,65.0,662.5
Sai Gardens,2,1261.0,2.0,61.0,630.5
Manayata Tech Park,2,1100.0,2.0,46.0,550.0
Ramamurthy Nagar,2,700.0,2.0,33.0,350.0
7th Phase JP Nagar,3,1675.0,2.0,135.0,558.3333333333334
Ullal Road,4,3400.0,4.0,190.0,850.0
Kodihalli,4,3260.0,5.0,388.0,815.0
Doddakammanahalli,2,1180.0,2.0,56.0,590.0
Uttarahalli,2,1160.0,2.0,45.0,580.0
Kasavanhalli,4,1863.0,3.0,105.0,465.75
Sahakara Nagar,3,1914.0,3.0,149.0,638.0
BTM Layout,3,1458.0,3.0,79.0,486.0
Thirumenahalli,5,1200.0,4.0,115.0,240.0
Babusapalaya,2,1105.0,2.0,40.0,552.5
Hulimavu,3,3035.0,5.0,220.0,1011.6666666666666
Bannerghatta Road,6,1200.0,6.0,160.0,200.0
Akshaya Nagar,3,1662.0,3.0,90.0,554.0
Yelahanka,3,1556.0,3.0,86.0,518.6666666666666
Jigani,2,918.0,2.0,50.0,459.0
Sarjapur  Road,3,1455.0,2.0,98.0,485.0
Jakkasandra Extension,2,1205.0,2.0,70.0,602.5
BEML Layout,2,1194.0,2.0,65.0,597.0
Laggere,2,1200.0,2.0,75.0,600.0
Bannerghatta Road,3,1100.0,2.0,52.0,366.6666666666667
Sarjapur  Road,3,1405.0,3.0,48.87,468.3333333333333
Subramanyapura,2,929.0,2.0,56.0,464.5
Frazer Town,4,3436.0,5.0,341.0,859.0
7th Phase JP Nagar,2,1035.0,2.0,39.33,517.5
8th Phase JP Nagar,4,2100.0,4.0,92.0,525.0
Channasandra,2,1065.0,2.0,40.47,532.5
Bannerghatta Road,3,1532.5,3.0,84.29,510.8333333333333
Kengeri,6,1500.0,6.0,150.0,250.0
Hullahalli,5,1200.0,5.0,99.0,240.0
Hormavu,2,1093.0,2.0,32.78,546.5
Anandapura,2,1250.0,2.0,45.0,625.0
Marathahalli,3,1680.0,3.0,105.0,560.0
Nagarbhavi,2,1146.0,2.0,50.0,573.0
Jagajyothi layout,2,1250.0,2.0,58.0,625.0
Ramagondanahalli,3,1451.0,3.0,60.44,483.6666666666667
Nobo Nagar,3,1424.0,2.0,55.0,474.6666666666667
Gottigere,3,1435.0,2.0,62.0,478.3333333333333
Devanahalli,1,658.0,1.0,26.91,658.0
Bommanahalli,3,1300.0,3.0,45.0,433.3333333333333
Whitefield,2,1242.0,2.0,65.0,621.0
Marathahalli,3,1910.0,3.0,119.0,636.6666666666666
Yelahanka,3,1610.0,4.0,85.0,536.6666666666666
Hulimavu,2,1127.0,2.0,65.0,563.5
Yelahanka,3,1075.0,2.0,42.0,358.3333333333333
Mysore Road,2,1155.0,2.0,51.0,577.5
Lakkasandra Extension,5,1280.0,3.0,250.0,256.0
Krishna Reddy Layout,3,1250.0,3.0,55.0,416.6666666666667
Kuvempu Layout,3,2200.0,4.0,160.0,733.3333333333334
Billekahalli,3,2400.0,3.0,150.0,800.0
Chandapura,2,876.0,2.0,29.5,438.0
Nagarbhavi,3,1850.0,2.0,89.0,616.6666666666666
Kadugodi,2,1314.0,2.0,83.0,657.0
Rachenahalli,1,690.0,1.0,39.8,690.0
Srirampura,2,1230.0,2.0,55.0,615.0
Bommasandra,2,920.0,2.0,37.2,460.0
Sarjapur  Road,3,1850.0,3.0,140.0,616.6666666666666
Electronic City,2,1073.0,2.0,60.0,536.5
Maithri Layout,3,1540.0,3.0,76.0,513.3333333333334
Kanakpura Road,3,1550.0,3.0,63.5,516.6666666666666
Kalyan nagar,2,1198.0,2.0,65.0,599.0
HBR Layout,3,1656.0,3.0,90.0,552.0
Kaveri Nagar,3,1900.0,3.0,155.0,633.3333333333334
Ramagondanahalli,3,1910.0,3.0,142.0,636.6666666666666
Mysore Road,2,1003.0,2.0,43.0,501.5
Whitefield,3,1495.0,2.0,67.0,498.3333333333333
Thanisandra,3,2172.0,3.0,76.02,724.0
Sarakki Nagar,4,2400.0,4.0,358.0,600.0
T G extension,2,1200.0,1.0,95.0,600.0
Whitefield,3,1548.0,3.0,65.0,516.0
2nd Block Koramangala,7,5400.0,5.0,972.0,771.4285714285714
Whitefield,4,2856.0,5.0,154.5,714.0
Hosur Road,3,1689.0,3.0,103.0,563.0
Electronic City Phase II,2,1031.0,2.0,53.0,515.5
Bhoganhalli,4,2119.0,4.0,111.0,529.75
Whitefield,2,1200.0,2.0,46.13,600.0
JCR Layout,2,1060.0,2.0,37.0,530.0
